Year,Scenario,Location,Input_FlowID,Input_layer,Input_layer_key,Output_FlowID,TC_target_layer,TC_target_key,value,DQS
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat6,WEEE_mechRec1_mechRec2,component,capUnspecified,0.7,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,casingUnspecified,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,casingUnspecified,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,compContainHazardSubst,1,1
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,compressor,0.99,1
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,compressor,0.01,1
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,displayCRT,1,1
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayLCD,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayLCD,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayOther,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayOther,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayPlasma,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayPlasma,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayTFT,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayTFT,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,driveCDDInt,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveCDDInt,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,driveHDD,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveHDD,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,electricEngine,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,electricEngine,0,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,inductor,0,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,inductor,1,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,lighting,0.98,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,lighting,0.02,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,magnetPermanent,0,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,magnetPermanent,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,powerSupply,0,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,powerSupply,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,refrigerant,1,1
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,screw,1,2
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,switch,1,1
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,tonerCartridge,1,1
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Smelter_AlScrap,material,AlAndAlAlloys,0.9,2
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,AlAndAlAlloys,0.1,2
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Smelter_CuScrap,material,CuAndCuAlloys,0.95,2
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,CuAndCuAlloys,0.05,2
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Smelter_ferrousScrap,material,ferrousMetals,0.97,2
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,ferrousMetals,0.03,2
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Other_other,material,nonCuAndAlAlloys,0.8,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,nonCuAndAlAlloys,0.2,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Other_other,material,plastics,0.7,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,plastics,0.3,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Other_other,material,glassAndCeramics,0.75,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,glassAndCeramics,0.25,4
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,cameraIntegrated,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,foil,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,casingSteelBased,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,casingPlasticBased,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,solenoidValve,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,filterFoamBased,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,knob,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,rotor,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveFDD,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,speakerEEE,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,transformerEEE,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,nobleGases (rem.),1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveUnspecified,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,fuse,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,lenseAssembly,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,remoteControl,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,gear,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,nonElectricCoil,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,transmission,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,sensorUnspecified,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,magnetron,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,thermostat,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,keyboard,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,heatingCoolingFanEEE,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,PVcellCdTe,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,pump,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveCDDExt,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,transmitter,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,touchSensor,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,wheel,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,fluorescentPowder (rem.),1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,plug,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,burnerNiobiumTube,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,heatingResistor,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,heatingCoolingHeatSinkEEE,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,magnetSensor,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,brush,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,heatingCoolingAirCondenserEEE,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,insulation,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,shadowComponentEEE,1,3
2010,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,1,3
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,paperCarton,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,shadowMaterial,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,otherMaterials,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,otherMinerals,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,permanentMagneticMaterials,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,fluids,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,mixedMaterials,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,additives,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,wood,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,otherOrganics,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,batteryMaterials,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,carbon,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,aggregateBinderMixedMaterials,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,bitumen,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,constructionMinerals,1,4
2010,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,composites,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,CRTwhole,1,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,HgVapourInLamps (rem.),1,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat1,WEEE_2RM_mechRec1Other_other,component,PCBCat1,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat1,WEEE_mechRec1_mechRec2,component,PCBCat1,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat2,WEEE_2RM_mechRec1Other_other,component,PCBCat2,0.55,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat2,WEEE_mechRec1_mechRec2,component,PCBCat2,0.45,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat3,WEEE_2RM_mechRec1Other_other,component,PCBCat3,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat3,WEEE_mechRec1_mechRec2,component,PCBCat3,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat4a,WEEE_2RM_mechRec1Other_other,component,PCBCat4,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat4a,WEEE_mechRec1_mechRec2,component,PCBCat4,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat4b,WEEE_2RM_mechRec1Other_other,component,PCBCat4,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat4b,WEEE_mechRec1_mechRec2,component,PCBCat4,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat5,WEEE_2RM_mechRec1Other_other,component,PCBCat5,0.67,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat5,WEEE_mechRec1_mechRec2,component,PCBCat5,0.33,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat6,WEEE_2RM_mechRec1Other_other,component,PCBCat6,0.67,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat6,WEEE_mechRec1_mechRec2,component,PCBCat6,0.33,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,PVcellCIGS,0,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,PVcellCIGS,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,PVcellSi,0.3,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,PVcellSi,0.7,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,cables,0.51,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,cables,0.49,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat6,WEEE_2RM_mechRec1Other_other,component,capUnspecified,0.3,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,WEEE_Cat6,WEEE_mechRec1_mechRec2,component,capUnspecified,0.7,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,casingUnspecified,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,casingUnspecified,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,compContainHazardSubst,1,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,compressor,0.99,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,compressor,0.01,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,displayCRT,1,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayLCD,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayLCD,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayOther,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayOther,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayPlasma,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayPlasma,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,displayTFT,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,displayTFT,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,driveCDDInt,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveCDDInt,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,driveHDD,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveHDD,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,electricEngine,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,electricEngine,0,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,inductor,0,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,inductor,1,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,lighting,0.98,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,lighting,0.02,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,magnetPermanent,0,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,magnetPermanent,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_2RM_mechRec1Other_other,component,powerSupply,0,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,powerSupply,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,refrigerant,1,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,screw,1,2
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,switch,1,1
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_Landfill,component,tonerCartridge,1,1
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Smelter_AlScrap,material,AlAndAlAlloys,0.9,2
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,AlAndAlAlloys,0.1,2
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Smelter_CuScrap,material,CuAndCuAlloys,0.95,2
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,CuAndCuAlloys,0.05,2
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Smelter_ferrousScrap,material,ferrousMetals,0.97,2
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,ferrousMetals,0.03,2
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Other_other,material,nonCuAndAlAlloys,0.8,4
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,nonCuAndAlAlloys,0.2,4
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Other_other,material,plastics,0.7,4
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,plastics,0.3,4
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_2RM_mechRec2Other_other,material,glassAndCeramics,0.75,4
2011,OBS,EU27+4,WEEE_mechRec1_mechRec2,component,,WEEE_mechRec2_Landfill,material,glassAndCeramics,0.25,4
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,cameraIntegrated,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,foil,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,casingSteelBased,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,casingPlasticBased,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,solenoidValve,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,filterFoamBased,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,knob,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,rotor,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveFDD,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,speakerEEE,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,transformerEEE,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,nobleGases (rem.),1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,driveUnspecified,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,fuse,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,lenseAssembly,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,remoteControl,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,gear,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,nonElectricCoil,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,transmission,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,sensorUnspecified,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,magnetron,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,thermostat,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,keyboard,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,heatingCoolingFanEEE,1,3
2011,OBS,EU27+4,WEEE_categ_mechRec1,product,,WEEE_mechRec1_mechRec2,component,PVcellCdTe,1,3
